,road_start,road_finish,line_length,street_name,Subarea
3370,SAINT JOSEPHS AVENUE,SAINT COLUMBUS ROAD UPPER,253.0,SAINT ALPHONSUS ROAD UPPER,13
3371,TRINITY STREET,EXCHEQUER STREET,105.0,SAINT ANDREW LANE,13
3372,WICKLOW STREET,SUFFOLK STREET,118.0,SAINT ANDREW STREET,13
3374,WATERMILL PARK,ALL SAINT'S PARK,401.0,SAINT ANNE'S AVENUE,16
3375,ALL SAINTS PARK,SAINT ANNES AVENUE,185.0,SAINT ANNE'S DRIVE,16
3376,SAINT BRIGIDS ROAD LOWER,DRUMCONDRA ROAD LOWER,238.0,SAINT ANNE'S ROAD,13
3377,SOUTH CIRCULAR ROAD,LULLIGROVE TERRACE,97.0,SAINT ANNE'S ROAD SOUTH,8
3378,SAINT ANNES AVENUE,WATERMILL DRIVE,188.0,SAINT ANNE'S TERRACE,16
3379,SOUTH CIRCULAR ROAD,REUBEN STREET,120.0,SAINT ANTHONY'S ROAD,2
3380,SOUTH CIRCULAR ROAD,REUBEN STREET,193.0,SAINT ANTHONY'S ROAD,2
3381,FOXFIELD ROAD,SAINT ASSAMS ROAD WEST,719.0,SAINT ASSAM'S AVENUE,12
3382,SAINT ASSAMS PARK,SAINT ASSAMS AVENUE,104.0,SAINT ASSAM'S DRIVE,12
3383,SAINT ASSAMS ROAD WEST,SAINT ASSAMS AVENUE,445.0,SAINT ASSAM'S PARK,12
3384,SAINT ASSAMS AVENUE,HOWTH ROAD,101.0,SAINT ASSAM'S ROAD EAST,12
3386,FAUSSAGH ROAD,FAUSSAGH AVENUE,992.0,SAINT ATTRACTA ROAD,12
3387,CORNMARKET,COOKS STREET,84.0,SAINT AUDOENS ARCH,5
3388,SAINT MICHAEL'S CLOSE,SCHOOL HOUSE LANE WEST,57.0,SAINT AUDOEN'S TERRACE,5
3389,THOMAS STREET,USHERS QUAY,132.0,SAINT AUGUSTINE STREET,5
3390,THOMAS STREET,USHERS QUAY,142.0,SAINT AUGUSTINE STREET,5
3392,SYNNOTTS ROW,NORTH CIRCULAR ROAD,92.0,SAINT BENEDICT'S GARDENS,4
3393,SAINT BRIGIDS ROAD,MOATFIELD AVENUE,1092.0,SAINT BRENDANS AVENUE,10
3396,AINNINN AVENUE,SAINT BRENDANS AVENUE,681.0,SAINT BRENDANS PARK,10
3402,ST BRIGID'S DRIVE,KILLESTER PARK,40.0,SAINT BRIGIDS COURT,14
3405,MALAHIDE ROAD,ALLEYFIELD,165.0,SAINT BRIGID'S ROAD,14
3406,MALAHIDE ROAD,ALLEYFIELD,300.0,SAINT BRIGID'S ROAD,14
3407,WHITWORTH ROAD,SAINT CLEMENTS ROAD,119.0,SAINT BRIGID'S ROAD LOWER,13
3408,SAINT ALPHONUS ROAD UPPER,SAINT PATRICKS PARADE,126.0,SAINT BRIGID'S ROAD UPPER,13
3409,PEMBROKE COTTAGES,HOME VILLAS,222.0,SAINT BROC'S COTTAGES,13
3410,STORMANSTOWN ROAD,DRAPIER ROAD,100.0,SAINT CANICES PARK,7
3411,GLASNEVIN ROAD,BALLYGALL ROAD EAST,419.0,SAINT CANICES ROAD,7
3412,GLASNEVIN ROAD,BALLYGALL ROAD EAST,321.0,SAINT CANICES ROAD,7
3414,HANBURY LANE,THOMAS STREET,89.0,SAINT CATHERINE'S LANE WEST,6
3416,SAINT BRIGIDS ROAD,SAINT COLUMBUS ROAD,79.0,SAINT CLEMENTS ROAD,13
3417,SAINT BRENDANS ROAD,WHITCHURCH ROAD,160.0,SAINT COLUMBAS ROAD LOWER,13
3418,IONA ROAD,SAINT PATRICKS PARADE,133.0,SAINT COLUMBAS ROAD UPPER,13
3421,WHITETHORN,THORNDALE,260.0,SAINT DAVIDS,8
3422,MARLBOROUGH ROAD,BLACKHORSE AVENUE,84.0,SAINT DAVID'S TERRACE,14
3423,GLASNEVIN VILLAGE,BALLYMUN ROAD,119.0,SAINT DAVID'S TERRACE,14
3424,CROYDON GARDENS,BRIAN ROAD,573.0,SAINT DECLAN'S ROAD,15
3425,GRIFFITH AVENUE,BRIAN ROAD,123.0,SAINT DECLAN'S TERRACE,15
3429,FAUSSAGH ROAD,SAINT ATTRACTA ROAD,563.0,SAINT EITHNE ROAD,12
3431,KILKIERAN ROAD,CARNLOUGH ROAD,163.0,SAINT FINBAR ROAD,11
3432,SAINT JARLATHS ROAD,SAINT EITHNE ROAD,120.0,SAINT FINTAN ROAD,12
3433,SAINT ATTRACTA ROAD,SAINT EITHNE ROAD,85.0,SAINT FINTAN TERRACE,12
3435,MOUNT PROSPECT AVENUE,SEAFIELD ROAD EAST,347.0,SAINT GABRIEL'S ROAD,16
3436,CLONCLIFFE ROAD,FITZROY AVENUE,113.0,SAINT GEORGES AVENUE,15
3440,TOLKA VALLEY ROAD,CARDIFFSBRIDGE ROAD,1420.0,SAINT HELENA'S ROAD,5
3442,GLENGARIFF PARADE,UPPER DOREST STREET,341.0,SAINT IGNATIUS ROAD,4
3444,CLONLIFFE ROAD,FOSTER AVENUE,60.0,SAINT JAMES'S AVENUE,2
3447,SOUTH CIRCULAR ROAD,DOLPHIN BARN,125.0,SAINT JAMES'S TERRACE,8
3448,SOUTH CIRCULAR ROAD,DOLPHIN BARN,37.0,SAINT JAMES'S TERRACE,8
3449,CLARKES TERRACE,REUBEN STREET,435.0,SAINT JAMES WALK,2
3450,SAINT ATTRACTA ROAD,SAINT ATTRACTA ROAD,363.0,SAINT JARLATH ROAD,12
3453,STRAND ROAD,PARK AVENUE,449.0,SAINT JOHNS ROAD,17
3454,SOUTH CIRCULAR ROAD,KINGSBRIDGE,1140.0,SAINT JOHN'S ROAD WEST,R01
3457,SAINT ANNES ROAD,DARGLE ROAD,96.0,SAINT JOSEPH'S AVENUE,13
3458,DORSET STREET,NELSON STREET,222.0,SAINT JOSEPH'S PARADE,5
3459,SAINT JOSEPHS PARADE,BLESSINGTON PLACE,301.0,SAINT JOSEPH'S PLACE,5
3461,AUGHRIM STREET,PRUSSIA STREET,137.0,SAINT JOSEPH'S ROAD,1
3464,LEO STREET,SYNNOT STREET,60.0,SAINT JOSEPH STREET,5
3468,BLACKPITTS,CLANBRASSIL STREET,116.0,SAINT KEVIN'S AVENUE,7
3475,KINGSLAND PARADE,BLOOMFIELD AVENUE,178.0,SAINT KEVIN'S ROAD,12
3476,SEVILLE PLACE,SHERRIF STREET,81.0,SAINT LAURENCE PLACE EAST,16
3478,BALLYFERMOT HILL,SARSFIELD ROAD,736.0,SAINT LAURENCE ROAD,4
3479,BALLYFERMOT HILL,SARSFIELD ROAD,150.0,SAINT LAURENCE ROAD,4
3480,CLONTARF ROAD,HOWTH ROAD,679.0,SAINT LAWRENCE ROAD,15
3481,DERMOTT O'HURLEY AVENUE,OLIVER PLUNKETT AVENUE,116.0,SAINT MAGDALEN TERRACE,17
3483,FOXFIELD ROAD,KILBARRACH ROAD,445.0,SAINT MARGARET'S AVENUE,12
3484,NORTH CIRCULAR ROAD,RICHMOND LANE,130.0,SAINT MARGARETS AVENUE,8
3486,BALLYMUN ROAD,JAMESTOWN ROAD,2150.0,SAINT MARGARET'S ROAD,1
3487,BALLYMUN ROAD,JAMESTOWN ROAD,551.0,SAINT MARGARET'S ROAD,1
3490,LOWER KIMMAGE ROAD,SAINT MARTINS DRIVE,268.0,SAINT MARTIN'S PARK,10
3491,CRUMLIN ROAD,SAINT AGNES ROAD,853.0,SAINT MARY'S ROAD,10
3496,HADDINGTON PLACE,SAINT MARY'S ROAD,179.0,SAINT MARY'S LANE,15
3499,WEST ROAD,CHURCH ROAD,197.0,SAINT MARY'S ROAD NORTH,15
3500,EASTMORLAND PLACE,NORTHUMBERLAND ROAD,333.0,SAINT MARY'S ROAD,15
3501,CHURCH ROAD,CHURCH ROAD,281.0,SAINT MARY'S ROAD NORTH,16
3502,SAINT MARY'S ROAD NORTH,LONG LANE,25.0,SAINT MARY'S TERRACE,6
3504,HILL STREET,COOK STREET,122.0,SAINT MICHAEL'S CLOSE,5
3505,WINETAVERN STREET,HIGH STREET,66.0,SAINT MICHAELS HILL,R06
3510,CHANCERY STREET,MARY'S LANE,130.0,SAINT MICHAN'S STREET,7
3512,GLASNEVIN HILL,SAINT MOBHI ROAD,14.0,SAINT MOBHI DRIVE,14
3513,GLASNEVIN HILL,SAINT MOBHI ROAD,181.0,SAINT MOBHI DRIVE,14
3515,BALLYMUN ROAD,FAIRFIELD ROAD,1007.0,SAINT MOBHI ROAD,R03
3519,BALLYMUN ROAD,HILLCREST PARK,457.0,SAINT PAPPIN ROAD,7
3520,BALLYMUN ROAD,HILLCREST PARK,90.0,SAINT PAPPIN ROAD,7
3521,BALLYMUN ROAD,HILLCREST PARK,255.0,SAINT PAPPIN ROAD,7
3524,PATRICK STREET,KEVIN STREET UPPER,190.0,SAINT PATRICK'S CLOSE,10
3525,SAINT COLUMBUS ROAD,SAINT PATRICKS ROAD,173.0,SAINT PATRICK'S PARADE,13
3526,SAINT ALPHNSUS ROAD,WHITWORTH ROAD,307.0,SAINT PATRICK'S ROAD,13
3532,SAINT PETERS ROAD,CADRA PARK,78.0,SAINT PETERS LANE,12
3533,NEW CADRA ROAD,CONNAUGHT STREET,247.0,SAINT PETERS ROAD,12
3535,LEESON STREET LOWER,SAINT STEPHENS GREEN NORTH,318.0,SAINT STEPHENS GREEN EAST,R16
3536,SAINT STEPHENS GREEN WEST,SAINT STEPHENS GREEN EAST,143.0,SAINT STEPHENS GREEN NORTH,R16
3537,SAINT STEPHENS GREEN WEST,SAINT STEPHENS GREEN EAST,243.0,SAINT STEPHENS GREEN NORTH,R16
3538,HARCOURT STREET,EARLSFORT TERRACE,391.0,SAINT STEPHENS GREEN SOUTH,R16
3539,SOUTH KING STREET,CUFFE STREET,318.0,SAINT STEPHENS GREEN WEST,R16
3540,PROSPECT AVENUE,SAINT TERESA ROAD,102.0,SAINT TERESA PLACE,13
3541,STANNAWAY AVENUE,KIMMAGE ROAD,395.0,SAINT TERESA'S ROAD,10
3542,BOTANIC ROAD,PROSPECT SQUARE,123.0,SAINT TERESA ROAD,10
3544,OSCAR SQUARE,O'DONOVAN ROAD,214.0,SAINT THOMAS ROAD,7
3545,CATHAL BRUGHA STREET,CATHEDRAL STREET,181.0,THOMAS LANE,15
3546,BERKLEY ROAD,GOLDSMITH,65.0,SAINT VINCENT STREET NORTH,5
3547,EMMET ROAD,GOLDENBRIDGE WALK,448.0,SAINT VINCENT STREET WEST,7
3548,APPAIN WAY,RANELAGH,272.0,SALLYMOUNT AVENUE,11
3552,PEMBROKE STREET,IRISHTOWN ROAD,40.0,SIMPSONS LANE,12
3553,SANDFORD GARDENS,DONORE AVENUE,147.0,SANDFORD AVENUE,7
3556,O'DONOVAN ROAD,MERTON AVENUE,106.0,SANDFORD GARDENS,7
3559,CULLENWOOD PARK,EGLINTON ROAD,149.0,SANDFORD ROAD,R05
3560,CULLENWOOD PARK,EGLINTON ROAD,771.0,SANDFORD ROAD,R05
3562,PEARSE STREET,TOWNSEND STREET,136.0,SANDWITH STREET LOWER,19
3563,PEARSE STREET,FENIAN STREET,239.0,SANDWITH STREET UPPER,20
3565,SILLOGE ROAD,SANDYHILL AVENUE,608.0,SANDYHILL GARDENS,2
3566,MERRION ROAD,SANDYMOUNT GREEN,741.0,SANDYMOUNT AVENUE,17
3567,SANDYMOUNT CASTLE PARK,GILFORD ROAD,128.0,SANDYMOUNT CASTLE DRIVE,17
3568,SANDYMOUNT CASTLE DRIVE,SANDYMOUNT CASTLE ROAD,124.0,SANDYMOUNT CASTLE PARK,17
3573,SEAFORT AVENUE,TRITONVILLE ROAD,606.0,SANDYMOUNT ROAD,17
3574,BALLYMUN ROAD,SWORDS ROAD,1340.0,SANTRY AVENUE,4
3575,M1M,SANTRY AVENUE,1320.0,SANTRY BY-PASS,6
3578,LIFFEY STREET,ELLEN STREET,94.0,SARSFIELD QUAY,1
3579,BALLYFERMOT ROAD,INCHICORE ROAD,425.0,SARSFIELD ROAD,5
3580,BALLYFERMOT ROAD,INCHICORE ROAD,774.0,SARSFIELD ROAD,5
3581,BERKELEY ROAD,GOLDSMITH STREET,80.0,SARSFIELD STREET,5
3584,TAYLORS LANE,THOMAS COURT,132.0,SCHOOL STREET,2
3587,KILDARE STREET,MOLESWORTH PLACE,170.0,SCHOOLHOUSE LANE EAST,17
3588,HIGH STREET,COOK STREET,96.0,SCHOOLHOUSE LANE WEST,5
3589,RATHOATH ROAD,COUNTY BOUNDARY,542.0,SCRIBBLESTOWN LANE,5
3591,MOUNT PROSPECT AVENUE,SEAFIELD ROAD EAST,225.0,SEAFIELD AVENUE,16
3592,MOUNT PROSPECT AVENUE,SEAFIELD ROAD EAST,100.0,SEAFIELD AVENUE,16
3595,VERNON AVENUE,CLONTARF ROAD,560.0,SEAFIELD ROAD EAST,16
3596,VERNON AVENUE,CLONTARF ROAD,484.0,SEAFIELD ROAD EAST,16
3597,CASTLE AVENUE,VERNON AVENUE,653.0,SEAFIELD ROAD WEST,15
3598,SANDYMOUNT GREEN,BEACH ROAD,252.0,SEAFORT AVENUE,17
3602,SEAFORT AVENUE,MARINE DRIVE,15.0,SEAFORT TERRACE,17
3603,SEAFORT AVENUE,MARINE DRIVE,121.0,SEAFORT TERRACE,17
3605,NORTH ROAD,CLUNE ROAD,460.0,SEAMUS ENNIS ROAD,6
3606,WOLF TONE QUAY,VICTORIA QUAY,63.0,SEAN HEUSTON BRIDGE,R01
3607,BUCKINGHAM STREET,GARDINER STREET LOWER,639.0,SEAN MAC DERMOTT STREET LOWER,14
3608,GARDINER STREET LOWER,CUMBERLAND STREET,97.0,SEAN MAC DERMOTT STREET UPPER,15
3609,BEACH ROAD,PIGEON HOUSE ROAD,819.0,SEAN MOORE ROAD,18
3611,KINCORA ROAD,SEAPARK ROAD,358.0,SEAPARK DRIVE,16
3612,KINCORA ROAD,MOUNT PROSPECT AVENUE,327.0,SEAPARK ROAD,16
3613,KINCORA ROAD,MOUNT PROSPECT AVENUE,235.0,SEAPARK ROAD,16
3614,WEST ROAD,CHURCH ROAD,254.0,SEAVIEW AVENUE,16
3615,WEST ROAD,CHURCH ROAD,134.0,SEAVIEW AVENUE,16
3616,CLONTARF ROAD,STITES ROAD,208.0,SEAVIEW AVENUE NORTH,15
3617,NUTLEY LANE,AILESBURY LANE,259.0,SEAVIEW TERRACE,14
3621,MERRION ROAD,CLAREMONT ROAD,553.0,SERPENTINE AVENUE,17
3622,SERPENTINE ROAD,HOMELEE,178.0,SERPENTINE PARK,17
3629,AMIENS STREET,SHERRIFF STREET,584.0,SEVILLE PLACE,16
3632,NORTH STRAND ROAD,GUILDFORD PLACE,63.0,SHAMROCK PLACE,16
3633,NORTH STRAND ROAD,GUILDFORD PLACE,67.0,SHAMROCK PLACE,16
3634,PRIMROSE STREET,AUBURN STREET,76.0,SHAMROCK STREET,5
3636,HAROLD CROSS ROAD,MOUNTAIN VIEW AVENUE,116.0,SHAMROCK VILLAS,12
3637,COLLINS AVENUE EXTENSION,SHANNLISS ROAD,275.0,SHANARD AVENUE,8
3638,COLLINS AVENUE EXTENSION,SHANNLISS ROAD,70.0,SHANARD AVENUE,8
3639,SHANARD AVENUE,SHANNLISS ROAD,609.0,SHANARD ROAD,8
3640,COOLGARRIF ROAD,SHANTALLA ROAD,92.0,SHANBOLEY ROAD,6
3641,COOLGARRIF ROAD,SHANTALLA ROAD,270.0,SHANBOLEY ROAD,6
3642,CONNAUGHT STREET,SHANDON PARK,254.0,SHANDON CRESCENT,12
3645,SHANDON GARDENS,SHANDON ROAD,276.0,SHANDON PARK,12
3646,SHANDON GARDENS,SHANDON ROAD,33.0,SHANDON PARK,12
3647,SHANDON PARK,CONNAUGHT STREET,184.0,SHANDON ROAD,12
3654,HOLLYBANK ROAD,DARGLE ROAD,106.0,SHANGANAGH ROAD,13
3655,SHANTALLA ROAD,SHANTALLA AVENUE,268.0,SHANGLAS ROAD,6
3657,SHANLISS ROAD,SHANLISS WAY,750.0,SHANLISS AVENUE,4
3659,SHANLISS ROAD,SHANLISS AVENUE,177.0,SHANLISS DRIVE,4
3663,BALLYMUN ROAD,SHANOWEN ROAD,1098.0,SHANLISS ROAD,4
3665,SHANLISS WALK,SANTRY AVENUE,710.0,SHANLISS WAY,4
3667,COLLINS AVENUE EXTENSION,SHANARD ROAD,339.0,SHANOWEN AVENUE,8
3670,SHANOWEN AVENUE,SHANARD AVENUE,491.0,SHANOWEN GROVE,8
3671,SHANOWEN AVENUE,SHANARD AVENUE,322.0,SHANOWEN PARK,8
3672,SWORDS ROAD,SHANOWEN AVENUE,566.0,SHANOWEN ROAD,8
3673,SWORDS ROAD,SHANOWEN AVENUE,205.0,SHANOWEN ROAD,8
3675,SHANTALLA ROAD,SHANBOLOY ROAD,173.0,SHANTALLA AVENUE,6
3678,BEAUMOUNT ROAD,LORCAN PARK,126.0,SHANTALLA ROAD,6
3679,BEAUMOUNT ROAD,LORCAN PARK,51.0,SHANTALLA ROAD,6
3680,BEAUMOUNT ROAD,LORCAN PARK,940.0,SHANTALLA ROAD,6
3681,SHANTALLA ROAD,SHANRATH ROAD,358.0,SHANVARNA ROAD,6
3682,PEARSE STREET,TOWNSEND STREET,110.0,SHAW STREET,16
3686,MERRION ROAD,HADDINGTON ROAD,913.0,SHELBOURNE ROAD,16
3688,CULEDON ROAD,CHURCH ROAD,336.0,SHELMALIER ROAD,16
3689,FAIRVIEW TERRACE,CROYDON GARDENS,560.0,SHELMARTIN AVENUE,15
3690,PHILIPSBURGH,SHELMARTIN AVENUE,121.0,SHELMARTIN TERRACE,15
3691,AMIENS STREET,ABERCORN ROAD,354.0,SHERIFF STREET LOWER,16
3692,AMIENS STREET,ABERCORN ROAD,596.0,SHERIFF STREET LOWER,16
3693,ABERCORN ROAD,EAST WALL ROAD,633.0,SHERIFF STREET UPPER,16
3697,NORTH CIRCULAR ROAD,PORTLAND PLACE,175.0,SHERRARD STREET LOWER,8
3698,GARDINER STREET UPPER,NORTH CIRCULAR ROAD,149.0,SHERRARD STREET UPPER,9
3699,SHIP STREET LITTLE,GOLDEN LANE,287.0,SHIP STREET GREAT,10
3701,MERRION ROAD,AILESBURY ROAD,199.0,SHREWSBURY PARK,17
3702,MERRION ROAD,AILESBURY ROAD,554.0,SHREWSBURY ROAD,14
3703,LEESON PARK,LITTON HALL,268.0,SIBTHORPE LANE,10
3704,IVAR STREET,HALLIDAY ROAD,133.0,SIGURD ROAD,1
3705,SILLOGE ROAD,SILLOGE GARDENS,452.0,SILLOGE AVENUE,2
3707,SANDYHILL AVENUE,BALLYMUN ROAD,364.0,SILLOGE ROAD,2
3710,ANGLESEA ROAD,MERRION ROAD,456.0,SIMMONSCOURT ROAD,14
3713,GLANDORE ROAD,GRACE PARK ROAD,310.0,SION HILL ROAD,13
3714,CREIGHTON STREET,BRITAIN QUAY,331.0,SIR JOHN ROGERSON'S QUAY,23
3715,CREIGHTON STREET,BRITAIN QUAY,393.0,SIR JOHN ROGERSON'S QUAY,23
3716,CREIGHTON STREET,BRITAIN QUAY,327.0,SIR JOHN ROGERSON'S QUAY,23
3717,SITRIC ROAD,NOISEMAN PLACE,68.0,SITRIC PLACE,1
3718,MOUNT TEMPLE ROAD,ARBOUR HILL,204.0,SITRIC ROAD,1
3720,KILMORE ROAD,BEAUMOUNT ROAD,700.0,SKELLY'S LANE,7
3721,NAVAN ROAD,BLACKBOROUGH AVENUE,546.0,SKREEN ROAD,10
3726,CLOGHER ROAD,DOWNPATRICK ROAD,173.0,SLANE ROAD,10
3728,FINGLAS ROAD,BARROW ROAD,324.0,SLANEY ROAD,11
3729,FINGLAS ROAD,BARROW ROAD,292.0,SLANEY ROAD,11
3732,BRANDON ROAD,DRIMNAGH ROAD,164.0,SLIEVEBLOOM ROAD,8
3733,KNOCKNAREA ROAD,COOLEY ROAD,423.0,SLIEVEMORE ROAD,8
3736,ASSAN QUAY TERRACE,NORTH KING STREET,296.0,SMITHFIELD,3
3738,DORIS STREET,GORDON STREET,63.0,SOMERSET STREET,16
3747,BARROW STREET,SOUTH LOTTS ROAD,286.0,SOUTH DOCK STREET,16
3749,GRAFTON STREET,MERCER STREET LOWER,188.0,KING STREET SOUTH,13
3750,GRAND CANAL STREET UPPER,RINGSEND ROAD,525.0,SOUTH LOTTS ROAD,16
3752,BULFIN ROAD,GOLDENBRIDGE AVENUE,204.0,SOUTHERN CROSS AVENUE,7
3753,EMMET ROAD,THOMAS DAVIS STREET,108.0,SPA ROAD,7
3756,TALBOT STREET,STORE STREET,61.0,SPENCER ROW,14
3758,SOUTH CIRCULAR ROAD,SAINT VINCENT'S STREET,71.0,SPENCER STREET SOUTH,11
3760,SPIDDAL ROAD,ORANMORE ROAD,127.0,SPIDDAL PARK,2
3761,BLACKDITCH ROAD,CLIFDEN ROAD,100.0,SPIDDAL ROAD,2
3762,BLACKDITCH ROAD,CLIFDEN ROAD,617.0,SPIDDAL ROAD,2
3765,GORDON LANE,MARK'S ABBEY WEST,116.0,SPITALFIELDS,6
3766,TOWNSEND STREET,PEARSE STREET,124.0,SPRING GARDEN LANE,16
3767,BALLYBOUGH ROAD,NORTH STRAND ROAD,249.0,SPRING GARDEN STREET,13
3768,RAHENY ROAD,TONLEGEE ROAD,1081.0,SPRINGDALE ROAD,11
3769,RAHENY ROAD,TONLEGEE ROAD,352.0,SPRINGDALE ROAD,11
3774,SMITHFIELD,LINCOLN LANE,84.0,STABLE LANE,18
3775,LENNOX STREET,SOUTH CIRCULAR ROAD,131.0,STAMER STREET,12
3776,SAINT AGNES ROAD,LORCAN O TOOLE PARK,529.0,STANNAWAY AVENUE,10
3779,CAPTAIN ROAD,SUNDRIVE ROAD,272.0,STANNAWAY ROAD,10
3780,CAPTAIN ROAD,SUNDRIVE ROAD,750.0,STANNAWAY ROAD,10
3784,HOWTH ROAD,RAHENY ROAD,301.0,STATION ROAD,11
3785,SAINT JOHN'S STREET,JAMES STREET,312.0,STEEVEN'S LANE,R01
3786,SHIP STREET GREAT,AUNGIER STREET,123.0,STEPHEN STREET UPPER,10
3787,STEPHENS PLACE,POWERS COURT,146.0,STEPHEN'S LANE,22
3788,STEPHENS PLACE,POWERS COURT,81.0,STEPHEN'S LANE,22
3789,MOUNT STREET UPPER,MOUNT STREET LOWER,75.0,STEPHEN'S PLACE,22
3790,MOUNT STREET UPPER,MOUNT STREET LOWER,20.0,STEPHEN'S PLACE,22
3791,MOUNT STREET UPPER,MOUNT STREET LOWER,164.0,STEPHEN'S PLACE,22
3792,KICKHAM ROAD,GOLDENBRIDGE AVENUE,295.0,STEPHENS ROAD,7
3793,SEAVIEW AVENUE NORTH,HOWTH ROAD,853.0,THE STILES ROAD,15
3794,ANGLESEA ROAD,COUNTY BORO BDY,1160.0,STILLORGAN ROAD,R06
3795,BEREFORD STREET,CHURCH STREET,12.0,STIRRUP LANE,7
3796,BEREFORD STREET,CHURCH STREET,50.0,STIRRUP LANE,7
3798,EASTWALL ROAD,STRANDVILLE AVENUE,342.0,STONEY ROAD,16
3799,MANOR STREET,NORTH KINGS STREET,122.0,STONEYBATTER,R06
3800,MANOR STREET,NORTH KINGS STREET,32.0,STONEYBATTER,R06
3801,AMIENS STREET,TALBOT STREET,256.0,STORE STREET,14
3802,SAINT PAPPINS ROAD,SAINT CANICES ROAD,245.0,STORMANSTOWN ROAD,7
3805,MERRION ROAD,NEWGROVE AVENUE,1594.0,STRAND ROAD,R08
3806,MERRION ROAD,NEWGROVE AVENUE,306.0,STRAND ROAD,R08
3808,CAPEL STREET,LIFFEY STREET,175.0,STRAND STREET GREAT,12
3809,ASSAN STREET,CAPEL STREET,151.0,STRAND STREET LITTLE,7
3811,NORTH STRAND ROAD,STONEY ROAD,189.0,STRANDVILLE AVENUE,16
3812,CLONTARF ROAD,HOWTH ROAD,307.0,STRANDVILLE AVENUE EAST,15
3813,CLONTARF ROAD,HOWTH ROAD,123.0,STRANDVILLE AVENUE EAST,15
3817,WEST ROAD,CHURCH ROAD,162.0,STRANGFORD ROAD EAST,16
3820,MILLBROOK AVENUE,KILFENORA DRIVE,254.0,STREAMVILLE ROAD,4
3821,MILLBROOK AVENUE,KILFENORA DRIVE,38.0,STREAMVILLE ROAD,4
3823,CHURCH STREET,GRAFTON STREET,108.0,SUFFOLK STREET,13
3825,BULFIN ROAD,SUIR BRIDGE,300.0,SUIR ROAD,R08
3827,BLACK STREET,KINAHON STREET,91.0,SULLIVAN STREET,1
3830,UPPER RUTLAND STREET,NORTH CIRCULAR ROAD,194.0,SUMMER STREET NORTH,9
3831,MARROWBONE LANE,JOHN STREET SOUTH,95.0,SUMMER STREET SOUTH,6
3832,MARROWBONE LANE,JOHN STREET SOUTH,108.0,SUMMER STREET SOUTH,6
3833,PORTLAND ROW,GARDINER STREET,558.0,SUMMERHILL,R12
3834,PORTLAND ROW,BALLYBOUGH ROAD,195.0,SUMMERHILL PARADE,R12
3835,RUTLAND STREET LOWER,BUCKINGHAM STREET UPPER,131.0,SUMMERHILL PLACE,14
3839,CRUMLIN ROAD,KIMMAGE ROAD LOWER,1471.0,SUNDRIVE ROAD,R07
3840,ELENGER TERRACE,O'DONOVAN ROAD,141.0,SUSAN TERRACE,7
3841,CLONLIFF ROAD,DISTILLERY ROAD,148.0,SUSANVILLE ROAD,15
3843,SUSSEX ROAD,MESPIL ROAD,81.0,SUSSEX TERRACE,13
3844,HANBURY LANE,THOMAS STREET,36.0,SWAN ALLEY,6
3848,KILLBARRACK ROAD,SWANS NEST ROAD,475.0,SWANS NEST AVENUE,11
3849,RAHENY ROAD,GRANGE PARK CRESCENT,599.0,SWANS NEST ROAD,11
3853,CATHERINE STREET,FRANCIS STREET,159.0,SWIFT'S ALLEY,6
3855,ORMOND QUAY LOWER,STRAND STREET GREAT,55.0,SWIFT'S ROW,12
3856,CARNLOUGH ROAD,RATHOATH ROAD,296.0,SWILLY ROAD,11
3857,GRIFFITH AVENUE,SANTRY,1399.0,SWORDS ROAD,R01
3858,GRIFFITH AVENUE,SANTRY,429.0,SWORDS ROAD,R01
3859,GRIFFITH AVENUE,SANTRY,1280.0,SWORDS ROAD,R01
3860,MOIRA ROAD,THOR STREET,123.0,SWORDS STREET,1
3861,MARYVILLE ROAD,ALL SAINTS ROAD,140.0,SYBIL HILL AVENUE,16
3862,HOWTH ROAD,VERNON AVENUE,698.0,SYBIL HILL ROAD,16
3863,SYCAMORE ROAD,OAKWOOD DRIVE,278.0,SYCAMORE PARK,3
3864,GROVE PARK ROAD,JAMESTOWN ROAD,178.0,SYCAMORE ROAD,3
3865,GROVE PARK ROAD,JAMESTOWN ROAD,649.0,SYCAMORE ROAD,3
3866,ESSEX STREET EAST,DAME STREET,103.0,SYCAMORE STREET,9
3868,MERRION ROAD,STRAND ROAD,206.0,SYDNEY PARADE AVENUE,17
3869,MERRION ROAD,STRAND ROAD,457.0,SYDNEY PARADE AVENUE,17
3871,SYNGE STREET,LENNOX STREET,210.0,SYNGE LANE,12
3872,HARRINGTON STREET,SYNGE STREET,183.0,SYNGE PLACE,12
3873,PLEASANT'S STREET,LENNOX STREET,428.0,SYNGE STREET,11
3874,SYNOTT ROW,DOREST STREET LOWER,90.0,SYNNOTT PLACE,5
3875,INNISFALLEN PARADE,SAINT JOSEPHS STREET,172.0,SYNNOTT ROW,4
3878,MARLBORO POINT,TALBOT STREET,31.0,TALBOT LANE,15
3879,STORE STREET,TALBOT STREET,118.0,TALBOT PLACE,14
3880,AMIENS STREET,MARLBOROUGH STREET,533.0,TALBOT STREET,15
3883,PEARSE STREET,GEORGES QUAY,290.0,TARA STREET,16
3885,TEMPLE LANE SOUTH,BEDFORD ROW,168.0,TEMPLE BAR,9
3888,PALMERSTON ROAD,MERTON ROAD,281.0,TEMPLE GARDENS,8
